Pixel,Wavenumber,Processed,Raw,Dark
1683,2527.88,17.50,562.80,545.30
1684,2528.98,16.00,552.00,536.00
1685,2530.08,19.10,557.60,538.50
1686,2531.18,23.30,565.10,541.80
1687,2532.27,21.10,563.70,542.60
1688,2533.37,11.00,562.40,551.40
1689,2534.47,12.10,563.10,551.00
1690,2535.56,18.40,553.50,535.10
1691,2536.66,13.70,551.90,538.20
1692,2537.76,17.60,553.50,535.90
1693,2538.85,21.90,552.80,530.90
1694,2539.95,27.40,561.50,534.10
1695,2541.04,29.90,566.30,536.40
1696,2542.14,19.80,555.00,535.20
1697,2543.23,19.50,550.30,530.80
1698,2544.33,33.10,616.40,583.30
1699,2545.42,30.60,617.30,586.70
1700,2546.51,16.20,557.60,541.40
1701,2547.60,19.50,558.70,539.20
1702,2548.70,24.20,556.70,532.50
1703,2549.79,18.30,553.80,535.50
1704,2550.88,15.00,550.60,535.60
1705,2551.97,16.40,549.50,533.10
1706,2553.06,17.60,554.90,537.30
1707,2554.15,13.40,558.10,544.70
1708,2555.24,16.30,554.80,538.50
1709,2556.33,19.50,552.00,532.50
1710,2557.42,14.50,554.70,540.20
1711,2558.51,15.50,555.80,540.30
1712,2559.60,17.90,554.20,536.30
1713,2560.69,19.70,557.80,538.10
1714,2561.78,29.30,562.20,532.90
1715,2562.86,28.90,559.00,530.10
1716,2563.95,18.70,553.10,534.40
1717,2565.04,15.30,552.60,537.30
1718,2566.13,28.60,910.60,882.00
1719,2567.21,31.10,912.10,881.00
1720,2568.30,13.70,547.00,533.30
1721,2569.38,11.60,542.80,531.20
1722,2570.47,21.00,553.40,532.40
1723,2571.55,22.60,560.60,538.00
1724,2572.64,17.40,564.60,547.20
1725,2573.72,16.20,562.70,546.50
1726,2574.81,20.10,564.20,544.10
1727,2575.89,23.90,560.70,536.80
1728,2576.97,18.50,560.20,541.70
1729,2578.05,15.60,567.90,552.30
1730,2579.14,12.50,553.60,541.10
1731,2580.22,13.00,548.80,535.80
1732,2581.30,20.30,557.00,536.70
1733,2582.38,17.60,556.50,538.90
1734,2583.46,13.70,555.60,541.90
1735,2584.54,14.40,553.30,538.90
1736,2585.62,17.00,551.10,534.10
1737,2586.70,22.10,555.80,533.70
1738,2587.78,21.90,645.00,623.10
1739,2588.86,12.50,640.10,627.60
1740,2589.94,7.30,549.10,541.80
1741,2591.02,10.90,550.10,539.20
1742,2592.10,8.00,771.40,763.40
1743,2593.18,16.60,777.00,760.40
1744,2594.25,22.70,552.70,530.00
1745,2595.33,14.00,546.60,532.60
1746,2596.41,12.60,562.50,549.90
1747,2597.48,20.40,566.20,545.80
1748,2598.56,21.40,565.30,543.90
1749,2599.64,8.70,558.70,550.00
1750,2600.71,6.30,545.50,539.20
1751,2601.79,15.40,550.40,535.00
1752,2602.86,20.60,554.70,534.10
1753,2603.94,14.50,549.90,535.40
1754,2605.01,9.90,548.80,538.90
1755,2606.08,11.10,556.50,545.40
1756,2607.16,14.00,556.90,542.90
1757,2608.23,16.70,550.50,533.80
1758,2609.30,16.20,552.00,535.80
1759,2610.37,16.70,557.90,541.20
1760,2611.45,17.20,559.40,542.20
1761,2612.52,16.80,556.60,539.80
1762,2613.59,19.60,550.60,531.00
1763,2614.66,23.50,552.50,529.00
1764,2615.73,13.40,546.60,533.20
1765,2616.80,5.30,543.10,537.80
1766,2617.87,9.60,551.80,542.20
1767,2618.94,10.30,553.60,543.30
1768,2620.01,-5.10,840.00,845.10
1769,2621.08,-3.80,838.10,841.90
1770,2622.15,4.20,601.20,597.00
1771,2623.22,4.40,603.00,598.60
1772,2624.28,11.00,556.30,545.30
1773,2625.35,14.50,554.30,539.80
1774,2626.42,14.10,544.40,530.30
1775,2627.49,7.90,540.90,533.00
1776,2628.55,13.30,773.20,759.90
1777,2629.62,15.20,776.20,761.00
1778,2630.69,12.20,555.60,543.40
1779,2631.75,11.60,568.30,556.70
1780,2632.82,10.10,559.30,549.20
1781,2633.88,7.70,545.70,538.00
1782,2634.95,4.00,552.00,548.00
1783,2636.01,10.40,553.80,543.40
1784,2637.08,14.80,550.00,535.20
1785,2638.14,9.40,545.50,536.10
1786,2639.20,13.70,552.80,539.10
1787,2640.27,15.80,556.90,541.10
1788,2641.33,12.70,546.30,533.60
1789,2642.39,8.60,552.50,543.90
1790,2643.45,13.10,562.90,549.80
1791,2644.51,17.10,557.20,540.10
1792,2645.58,11.50,559.00,547.50
1793,2646.64,12.90,557.60,544.70
1794,2647.70,12.60,549.10,536.50
1795,2648.76,10.30,546.90,536.60
1796,2649.82,6.80,547.50,540.70
1797,2650.88,12.30,555.80,543.50
1798,2651.94,14.00,552.70,538.70
1799,2653.00,12.00,566.80,554.80
1800,2654.06,12.00,576.60,564.60
1801,2655.12,11.60,561.00,549.40
1802,2656.17,14.70,554.40,539.70
1803,2657.23,12.90,550.90,538.00
1804,2658.29,8.70,550.80,542.10
1805,2659.35,3.60,543.70,540.10
1806,2660.40,2.20,540.70,538.50
1807,2661.46,6.80,546.30,539.50
1808,2662.52,9.40,750.10,740.70
1809,2663.57,11.20,751.70,740.50
1810,2664.63,18.30,558.00,539.70
1811,2665.68,16.40,558.20,541.80
1812,2666.74,11.40,547.50,536.10
1813,2667.79,16.40,548.70,532.30
1814,2668.85,13.50,550.30,536.80
1815,2669.90,10.40,574.60,564.20
1816,2670.96,10.40,571.40,561.00
1817,2672.01,15.30,550.40,535.10
1818,2673.06,19.10,559.90,540.80
1819,2674.12,14.50,555.60,541.10
1820,2675.17,7.60,545.60,538.00
1821,2676.22,-1.10,540.20,541.30
1822,2677.27,2.30,540.10,537.80
1823,2678.32,6.50,545.60,539.10
1824,2679.38,14.20,552.90,538.70
1825,2680.43,18.40,550.40,532.00
1826,2681.48,7.30,662.00,654.70
1827,2682.53,6.10,666.10,660.00
1828,2683.58,10.80,555.30,544.50
1829,2684.63,9.60,555.20,545.60
1830,2685.68,14.70,559.90,545.20
1831,2686.73,13.50,558.40,544.90
1832,2687.78,7.60,552.30,544.70
1833,2688.82,11.60,552.00,540.40
1834,2689.87,11.50,550.30,538.80
1835,2690.92,12.00,553.80,541.80
1836,2691.97,14.60,560.30,545.70
1837,2693.02,11.50,604.50,593.00
1838,2694.06,12.90,598.00,585.10
1839,2695.11,14.70,548.30,533.60
1840,2696.16,7.70,543.80,536.10
1841,2697.20,9.20,546.50,537.30
1842,2698.25,12.50,547.40,534.90
1843,2699.29,12.60,557.20,544.60
1844,2700.34,21.50,564.70,543.20
1845,2701.38,23.10,1103.60,1080.50
1846,2702.43,16.30,1101.60,1085.30
1847,2703.47,13.40,557.10,543.70
1848,2704.52,6.10,554.20,548.10
1849,2705.56,3.00,544.30,541.30
1850,2706.60,14.90,550.30,535.40
1851,2707.65,19.10,604.30,585.20
1852,2708.69,7.20,652.20,645.00
1853,2709.73,10.40,605.10,594.70
1854,2710.77,20.60,561.20,540.60
1855,2711.82,15.60,563.50,547.90
1856,2712.86,13.10,556.50,543.40
1857,2713.90,12.80,552.50,539.70
1858,2714.94,13.90,551.10,537.20
1859,2715.98,13.40,549.40,536.00
1860,2717.02,11.90,551.10,539.20
1861,2718.06,12.20,547.00,534.80
1862,2719.10,17.90,549.90,532.00
1863,2720.14,23.00,553.90,530.90
1864,2721.18,25.30,564.10,538.80
1865,2722.22,25.90,569.30,543.40
1866,2723.26,19.80,555.20,535.40
1867,2724.30,17.50,556.00,538.50
1868,2725.33,10.50,558.20,547.70
1869,2726.37,4.40,550.40,546.00
1870,2727.41,7.60,545.40,537.80
1871,2728.45,12.50,551.60,539.10
1872,2729.48,12.40,551.60,539.20
1873,2730.52,12.20,546.10,533.90
1874,2731.56,11.20,550.40,539.20
1875,2732.59,14.80,557.30,542.50
1876,2733.63,15.90,560.30,544.40
1877,2734.66,14.50,561.00,546.50
1878,2735.70,17.30,561.00,543.70
1879,2736.73,7.10,780.80,773.70
1880,2737.77,3.00,777.50,774.50
1881,2738.80,10.20,552.30,542.10
1882,2739.84,10.40,554.40,544.00
1883,2740.87,10.40,556.50,546.10
1884,2741.91,14.40,560.20,545.80
1885,2742.94,14.60,561.40,546.80
1886,2743.97,14.70,556.60,541.90
1887,2745.00,22.10,561.60,539.50
1888,2746.04,23.30,563.70,540.40
1889,2747.07,16.60,570.00,553.40
1890,2748.10,15.50,569.30,553.80
1891,2749.13,18.80,564.10,545.30
1892,2750.16,17.60,564.30,546.70
1893,2751.19,13.80,563.20,549.40
1894,2752.23,15.60,563.70,548.10
1895,2753.26,22.00,572.10,550.10
1896,2754.29,26.40,573.50,547.10
1897,2755.32,27.30,570.20,542.90
1898,2756.34,21.80,567.90,546.10
1899,2757.37,17.80,563.80,546.00
1900,2758.40,19.30,560.60,541.30
1901,2759.43,12.20,553.30,541.10
1902,2760.46,10.50,551.40,540.90
1903,2761.49,17.50,554.50,537.00
1904,2762.52,13.30,554.20,540.90
1905,2763.54,19.70,561.60,541.90
1906,2764.57,22.20,564.90,542.70
1907,2765.60,10.70,560.50,549.80
1908,2766.63,12.30,564.20,551.90
1909,2767.65,16.50,558.00,541.50
1910,2768.68,15.70,556.30,540.60
1911,2769.70,15.40,562.70,547.30
1912,2770.73,21.50,562.00,540.50
1913,2771.76,21.50,569.00,547.50
1914,2772.78,2.30,1010.10,1007.80
1915,2773.81,5.30,1007.70,1002.40
1916,2774.83,28.30,603.90,575.60
1917,2775.85,21.40,592.00,570.60
1918,2776.88,9.20,567.80,558.60
1919,2777.90,14.90,571.80,556.90
1920,2778.93,21.70,562.70,541.00
1921,2779.95,17.00,574.70,557.70
1922,2780.97,18.50,580.10,561.60
1923,2781.99,29.70,575.30,545.60
1924,2783.02,24.60,571.80,547.20
1925,2784.04,23.60,577.10,553.50
1926,2785.06,33.10,650.60,617.50
1927,2786.08,28.30,642.10,613.80
1928,2787.10,30.60,574.60,544.00
1929,2788.13,29.10,617.70,588.60
1930,2789.15,25.60,629.30,603.70
1931,2790.17,31.10,589.90,558.80
1932,2791.19,25.60,572.00,546.40
1933,2792.21,27.70,569.00,541.30
1934,2793.23,30.60,570.60,540.00
1935,2794.25,30.80,583.70,552.90
1936,2795.27,27.80,586.10,558.30
1937,2796.28,18.00,569.10,551.10
1938,2797.30,56.80,637.60,580.80
1939,2798.32,61.20,643.40,582.20
1940,2799.34,28.30,581.00,552.70
1941,2800.36,26.20,663.20,637.00
1942,2801.38,23.20,657.20,634.00
1943,2802.39,29.10,579.20,550.10
1944,2803.41,33.00,592.30,559.30
1945,2804.43,41.60,598.40,556.80
1946,2805.44,26.90,748.30,721.40
1947,2806.46,16.00,1019.20,1003.20
1948,2807.48,31.00,856.50,825.50
1949,2808.49,29.10,582.70,553.60
1950,2809.51,22.60,586.20,563.60
1951,2810.52,22.60,586.20,563.60
